protein_idx,gene_id,gene_symbol
4883,444,ASPH
4884,487,ATP2A1
4885,845,CASQ2
4886,781,CACNA2D1
4887,221154,MICU2
4888,8912,CACNA1H
4889,9033,PKD2L1
4890,23594,ORC6
4891,6480,ST6GAL1
4892,79140,CCDC28B
4893,29057,FAM156A
4894,25953,PNKD
4895,8034,SLC25A16
4896,84970,C1orf94
4897,5000,ORC4
4898,11211,FZD10
4899,970,CD70
4900,57505,AARS2
4901,201254,STRA13
4902,79594,MUL1
4903,151194,METTL21A
4904,7857,SCG2
4905,90410,IFT20
4906,57379,AICDA
4907,10926,DBF4
4908,199990,FAAP20
4909,9615,GDA
4910,390502,SERPINA2
4911,54906,FAM208B
4912,51142,CHCHD2
4913,79716,NPEPL1
4914,84124,ZNF394
4915,51282,SCAND1
4916,54925,ZSCAN32
4917,7579,ZSCAN20
4918,56259,CTNNBL1
4919,84307,ZNF397
4920,84125,LRRIQ1
4921,55366,LGR4
4922,3716,JAK1
4923,51293,CD320
4924,2050,EPHB4
4925,57801,HES4
4926,657,BMPR1A
4927,388701,C1orf189
4928,285755,PPIL6
4929,9569,GTF2IRD1
4930,2264,FGFR4
4931,659,BMPR2
4932,146845,CFAP52
4933,503497,MS4A13
4934,219699,UNC5B
4935,92565,FANK1
4936,80762,NDFIP1
4937,5802,PTPRS
4938,90,ACVR1
4939,93,ACVR2B
4940,92,ACVR2A
4941,8795,TNFRSF10B
4942,2045,EPHA7
4943,2042,EPHA3
4944,1455,CSNK1G2
4945,445577,C9orf129
4946,26020,LRP10
4947,4853,NOTCH2
4948,353267,NA
4949,84528,RHOXF2
4950,5359,PLSCR1
4951,284021,MILR1
4952,9373,PLAA
4953,8729,GBF1
4954,6259,RYK
4955,5789,PTPRD
4956,23046,KIF21B
4957,27043,PELP1
4958,6879,TAF7
4959,6877,TAF5
4960,6874,TAF4
4961,8480,RAE1
4962,79707,NOL9
4963,54913,RPP25
4964,10200,MPHOSPH6
4965,5341,PLEK
4966,117143,TADA1
4967,11102,RPP14
4968,26168,SENP3
4969,112869,SGF29
4970,145264,SERPINA12
4971,9913,SUPT7L
4972,8780,RIOK3
4973,3381,IBSP
4974,645455,NA
4975,158880,USP51
4976,27097,TAF5L
4977,93624,TADA2B
4978,1003,CDH5
4979,79595,SAP130
4980,23326,USP22
4981,54881,TEX10
4982,8464,SUPT3H
4983,10629,TAF6L
4984,23016,EXOSC7
4985,6871,TADA2A
4986,57418,WDR18
4987,88745,RRP36
4988,6881,TAF10
4989,123169,LEO1
4990,9391,CIAO1
4991,10438,C1D
4992,57647,DHX37
4993,51406,NOL7
4994,317781,DDX51
4995,1758,DMP1
4996,56970,ATXN7L3
4997,6101,RP1
4998,27340,UTP20
4999,2648,KAT2A
5000,51010,EXOSC3
5001,9205,ZMYM5
5002,55616,ASAP3
5003,9623,TCL1B
5004,27283,TINAG
5005,8309,ACOX2
5006,6649,SOD3
5007,6647,SOD1
5008,26275,HIBCH
5009,549,AUH
5010,23765,IL17RA
5011,10935,PRDX3
5012,80724,ACAD10
5013,3032,HADHB
5014,154796,AMOT
5015,53942,CNTN5
5016,79734,KCTD17
5017,51,ACOX1
5018,30,ACAA1
5019,36,ACADSB
5020,35,ACADS
5021,10906,TRAFD1
5022,54531,MIER2
5023,124359,CDYL2
5024,203611,CDY2B
5025,116285,ACSM1
5026,55268,ECHDC2
5027,54765,TRIM44
5028,3295,HSD17B4
5029,1632,ECI1
5030,253175,CDY1B
5031,5784,PTPN14
5032,9755,TBKBP1
5033,27034,ACAD8
5034,2639,GCDH
5035,257202,GPX6
5036,1892,ECHS1
5037,29765,TMOD4
5038,9426,CDY2A
5039,2877,GPX2
5040,171482,FAM9A
5041,2879,GPX4
5042,2878,GPX3
5043,5173,PDYN
5044,5830,PEX5
5045,28976,ACAD9
5046,255104,TMCO4
5047,23252,OTUD3
5048,1650,DDOST
5049,127733,UBXN10
5050,11133,KPTN
5051,11183,MAP4K5
5052,4041,LRP5
5053,79664,ICE2
5054,79020,C7orf25
5055,94134,ARHGAP12
5056,8747,ADAM21
5057,253012,HEPACAM2
5058,6574,SLC20A1
5059,79583,TMEM231
5060,3459,IFNGR1
5061,56649,TMPRSS4
5062,1131,CHRM3
5063,283375,SLC39A5
5064,64755,C16orf58
5065,5654,HTRA1
5066,219931,TPCN2
5067,7048,TGFBR2
5068,8797,TNFRSF10A
5069,54682,MANSC1
5070,10099,TSPAN3
5071,9516,LITAF
5072,55630,SLC39A4
5073,10712,FAM189B
5074,64902,AGXT2
5075,123688,HYKK
5076,11112,HIBADH
5077,2730,GCLM
5078,594,BCKDHB
5079,2572,GAD2
5080,339896,GADL1
5081,79611,ACSS3
5082,316,AOX1
5083,5095,PCCA
5084,3067,HDC
5085,2571,GAD1
5086,54363,HAO1
5087,1757,SARDH
5088,3945,LDHB
5089,51268,PIPOX
5090,132851,SPATA4
5091,6470,SHMT1
5092,1610,DAO
5093,55748,CNDP2
5094,148811,PM20D1
5095,79814,AGMAT
5096,2747,GLUD2
5097,2746,GLUD1
5098,2628,GATM
5099,51733,UPB1
5100,160287,LDHAL6A
5101,586,BCAT1
5102,587,BCAT2
5103,3948,LDHC
5104,112817,HOGA1
5105,10157,AASS
5106,84532,ACSS1
5107,5009,OTC
5108,27232,GNMT
5109,2729,GCLC
5110,229,ALDOB
5111,55902,ACSS2
5112,95,ACY1
5113,81888,HYI
5114,26064,RAI14
5115,8879,SGPL1
5116,18,ABAT
5117,1629,DBT
5118,3033,HADH
5119,51091,SEPSECS
5120,84735,CNDP1
5121,92483,LDHAL6B
5122,1571,CYP2E1
5123,64900,LPIN3
5124,9201,DCLK1
5125,4023,LPL
5126,10106,CTDSP2
5127,56895,AGPAT4
5128,56894,AGPAT3
5129,6242,RTKN
5130,23293,SMG6
5131,3990,LIPC
5132,56623,INPP5E
5133,9462,RASAL2
5134,55103,RALGPS2
5135,116255,MOGAT1
5136,57460,PPM1H
5137,134510,UBLCP1
5138,55326,AGPAT5
5139,8443,GNPAT
5140,23303,KIF13B
5141,2820,GPD2
5142,49854,ZBTB21
5143,9388,LIPG
5144,344558,SH3RF3
5145,253558,LCLAT1
5146,23171,GPD1L
5147,23175,LPIN1
5148,84513,PLPP5
5149,8694,DGAT1
5150,10420,TESK2
5151,64599,GIGYF1
5152,23380,SRGAP2
5153,54883,CWC25
5154,10555,AGPAT2
5155,9644,SH3PXD2A
5156,79109,MAPKAP1
5157,57104,PNPLA2
5158,8611,PLPP1
5159,8613,PLPP3
5160,8612,PLPP2
5161,2819,GPD1
5162,119548,PNLIPRP3
5163,80339,PNPLA3
5164,26037,SIPA1L1
5165,346606,MOGAT3
5166,84649,DGAT2
5167,196051,PLPP4
5168,4763,NF1
5169,9223,MAGI1
5170,255919,CNEP1R1
5171,1056,CEL
5172,58190,CTDSP1
5173,26058,GIGYF2
5174,26115,TANC2
5175,55667,DENND4C
5176,51496,CTDSPL2
5177,8844,KSR1
5178,23031,MAST3
5179,57530,CGN
5180,51133,KCTD3
5181,1040,CDS1
5182,65220,NADK
5183,9663,LPIN2
5184,80168,MOGAT2
5185,57622,LRFN1
5186,6833,ABCC8
5187,10296,MAEA
5188,23596,OPN3
5189,1949,EFNB3
5190,51172,NAGPA
5191,51678,MPP6
5192,25830,SULT4A1
5193,90333,ZNF468
5194,1999,ELF3
5195,1871,E2F3
5196,246777,SPESP1
5197,6097,RORC
5198,6014,RIT2
5199,3416,IDE
5200,5956,OPN1LW
5201,5269,SERPINB6
5202,4486,MST1R
5203,25816,TNFAIP8
5204,4975,OMP
5205,84525,HOPX
5206,4311,MME
5207,9652,TTC37
5208,677770,NA
5209,22858,ICK
5210,2069,EREG
5211,6667,SP1
5212,51750,RTEL1
5213,367,AR
5214,7027,TFDP1
5215,80218,NAA50
5216,9455,HOMER2
5217,7376,NR1H2
5218,51366,UBR5
5219,57217,TTC7A
5220,259,AMBP
5221,1870,E2F2
5222,6531,SLC6A3
5223,4060,LUM
5224,2119,ETV5
5225,374879,ZNF699
5226,1476,CSTB
5227,26039,SS18L1
5228,23641,LDOC1
5229,1869,E2F1
5230,5187,PER1
5231,91646,TDRD12
5232,54964,C1orf56
5233,84105,PCBD2
5234,83479,DDX59
5235,2022,ENG
5236,6690,SPINK1
5237,344758,GPR149
5238,554,AVPR2
5239,65083,NOL6
5240,150921,TCF23
5241,4693,NDP
5242,11280,SCN11A
5243,9427,ECEL1
5244,80896,NPL
5245,4256,MGP
5246,4803,NGF
5247,4804,NGFR
5248,84844,PHF5A
5249,4154,MBNL1
5250,9802,DAZAP2
5251,5933,RBL1
5252,10295,BCKDK
5253,207063,DHRSX
5254,51171,HSD17B14
5255,56898,BDH2
5256,142827,ACSM6
5257,55825,PECR
5258,10202,DHRS2
5259,10449,ACAA2
5260,3248,HPGD
5261,84869,CBR4
5262,56922,MCCC1
5263,7259,TSPYL1
5264,54511,HMGCLL1
5265,147015,DHRS13
5266,25979,DHRS7B
5267,79783,SUGCT
5268,79723,SUV39H2
5269,157506,RDH10
5270,3292,HSD17B1
5271,3155,HMGCL
5272,195814,SDR16C5
5273,201140,DHRS7C
5274,33,ACADL
5275,37,ACADVL
5276,51109,RDH11
5277,9249,DHRS3
5278,10419,PRMT5
5279,79149,ZSCAN5A
5280,3290,HSD11B1
5281,51634,RBMX2
5282,25988,HINFP
5283,58472,SQRDL
5284,90316,TGIF2LX
5285,84263,HSDL2
5286,150209,AIFM3
5287,123876,ACSM2A
5288,39,ACAT2
5289,54988,ACSM5
5290,388951,TSPYL6
5291,6296,ACSM3
5292,341392,ACSM4
5293,79758,DHRS12
5294,348158,ACSM2B
5295,145226,RDH12
5296,388963,C2orf81
5297,6342,SCP2
5298,6419,SETMAR
5299,8227,AKAP17A
5300,873,CBR1
5301,51084,CRYL1
5302,5163,PDK1
5303,5164,PDK2
5304,5165,PDK3
5305,5166,PDK4
5306,8310,ACOX3
5307,345275,HSD17B13
5308,26063,DECR2
5309,58525,WIZ
5310,55289,ACOXL
5311,50700,RDH8
5312,402415,XKRX
5313,57135,DAZ4
5314,7258,TSPY1
5315,26609,VCX
5316,9084,VCY
5317,9083,BPY2
5318,9081,PRY
5319,8287,USP9Y
5320,57054,DAZ3
5321,100289087,TSPY10
5322,442868,BPY2C
5323,442862,PRY2
5324,442867,BPY2B
5325,1617,DAZ1
5326,86614,HSFY1
5327,159119,HSFY2
5328,100509646,NA
5329,353513,VCY1B
5330,253635,GPATCH11
5331,8233,ZRSR2
5332,577,ADGRB3
5333,84991,RBM17
5334,6638,SNRPN
5335,138151,NACC2
5336,4653,MYOC
5337,23648,SSBP3
5338,9338,TCEAL1
5339,5558,PRIM2
5340,55655,NLRP2
5341,284312,ZSCAN1
5342,1050,CEBPA
5343,836,CASP3
5344,114769,CARD16
5345,834,CASP1
5346,6098,ROS1
5347,8767,RIPK2
5348,5986,RFNG
5349,3714,JAG2
5350,9355,LHX2
5351,4242,MFNG
5352,3955,LFNG
5353,286204,CRB2
5354,79190,IRX6
5355,133690,CAPSL
5356,9478,CABP1
5357,90141,EFCAB11
5358,57010,CABP4
5359,51475,CABP2
5360,83698,CALN1
5361,163688,CALML6
5362,810,CALML3
5363,162494,RHBDL3
5364,225689,MAPK15
5365,164633,CABP7
5366,5598,MAPK7
5367,56344,CABP5
5368,220766,NA
5369,127703,C1orf216
5370,90060,CCDC120
5371,862,RUNX1T1
5372,55885,LMO3
5373,148223,C19orf25
5374,79036,KXD1
5375,7965,AIMP2
5376,51225,ABI3
5377,22874,PLEKHA6
5378,343263,MYBPHL
5379,22821,RASA3
5380,341359,SYT10
5381,5922,RASA2
5382,127845,GOLT1A
5383,54477,PLEKHA5
5384,55011,PIH1D1
5385,22875,ENPP4
5386,84818,IL17RC
5387,134728,IRAK1BP1
5388,55191,NADSYN1
5389,2272,FHIT
5390,81562,LMAN2L
5391,22876,INPP5F
5392,56675,NRIP3
5393,79415,C17orf62
5394,134701,RIPPLY2
5395,9073,CLDN8
5396,2848,GPR25
5397,599,BCL2L2
5398,4323,MMP14
5399,10651,MTX2
5400,7851,MALL
5401,2590,GALNT2
5402,89885,FATE1
5403,84522,JAGN1
5404,3162,HMOX1
5405,27065,NSG1
5406,7348,UPK1B
5407,84975,MFSD5
5408,4283,CXCL9
5409,222662,LHFPL5
5410,55138,FAM90A1
5411,11016,ATF7
5412,58191,CXCL16
5413,5156,PDGFRA
5414,84696,ABHD1
5415,56935,SMCO4
5416,81847,RNF146
5417,27120,DKKL1
5418,344892,RTP2
5419,7475,WNT6
5420,117286,CIB3
5421,387923,SERP2
5422,147007,TMEM199
5423,6449,SGTA
5424,9445,ITM2B
5425,6588,SLN
5426,10562,OLFM4
5427,283847,CCDC79
5428,7482,WNT2B
5429,931,MS4A1
5430,7780,SLC30A2
5431,22980,TCF25
5432,10841,FTCD
5433,7379,UPK2
5434,118924,FRA10AC1
5435,84140,FAM161A
5436,51257,MARCH2
5437,84102,SLC41A2
5438,90407,TMEM41A
5439,23028,KDM1A
5440,65117,RSRC2
5441,80342,TRAF3IP3
5442,1382,CRABP2
5443,10471,PFDN6
5444,1548,CYP2A6
5445,9181,ARHGEF2
5446,9871,SEC24D
5447,2300,FOXL1
5448,10994,ILVBL
5449,285381,DPH3
5450,1132,CHRM4
5451,9847,C2CD5
5452,5204,PFDN5
5453,8458,TTF2
5454,4861,NPAS1
5455,7837,PXDN
5456,341405,ANKRD33
5457,5202,PFDN2
5458,10802,SEC24A
5459,22871,NLGN1
5460,2903,GRIN2A
5461,2902,GRIN1
5462,9369,NRXN3
5463,152330,CNTN4
5464,9456,HOMER1
5465,64326,RFWD2
5466,22839,DLGAP4
5467,9037,SEMA5A
5468,9229,DLGAP1
5469,9228,DLGAP2
5470,23245,ASTN2
5471,2904,GRIN2B
5472,2037,EPB41L2
5473,2036,EPB41L1
5474,64840,PORCN
5475,9379,NRXN2
5476,9378,NRXN1
5477,2915,GRM5
5478,57555,NLGN2
5479,23136,EPB41L3
5480,22829,NLGN4Y
5481,28988,DBNL
5482,2911,GRM1
5483,57669,EPB41L5
5484,1740,DLG2
5485,2891,GRIA2
5486,2890,GRIA1
5487,2893,GRIA4
5488,26229,B3GAT3
5489,57502,NLGN4X
5490,50834,TAS2R1
5491,1008,CDH10
5492,1007,CDH9
5493,54413,NLGN3
5494,1741,DLG3
5495,1742,DLG4
5496,22872,SEC31A
5497,11196,SEC23IP
5498,7138,TNNT1
5499,6902,TBCA
5500,490,ATP2B1
5501,55704,CCDC88A
5502,9819,TSC22D2
5503,25961,NUDT13
5504,2224,FDPS
5505,875,CBS
5506,80777,CYB5B
5507,8027,STAM
5508,324,APC
5509,528,ATP6V1C1
5510,85365,ALG2
5511,7264,TSTA3
5512,51382,ATP6V1D
5513,5201,PFDN1
5514,23584,VSIG2
5515,93100,NAPRT
5516,10254,STAM2
5517,7165,TPD52L2
5518,56681,SAR1A
5519,22873,DZIP1
5520,2736,GLI2
5521,2737,GLI3
5522,1618,DAZL
5523,84976,DISP1
5524,51260,PBDC1
5525,84988,PPP1R16A
5526,2961,GTF2E2
5527,5245,PHB
5528,55206,SBNO1
5529,29888,STRN4
5530,526,ATP6V1B2
5531,22878,TRAPPC8
5532,122553,TRAPPC6B
5533,100287718,ANKRD66
5534,79090,TRAPPC6A
5535,23041,MON2
5536,51693,TRAPPC2L
5537,27434,POLM
5538,60684,TRAPPC11
5539,5051,PAFAH2
5540,51399,TRAPPC4
5541,427,ASAH1
5542,58485,TRAPPC1
5543,8435,SOAT2
5544,55275,VPS53
5545,1791,DNTT
5546,9821,RB1CC1
5547,7941,PLA2G7
5548,7109,TRAPPC10
5549,27343,POLL
5550,126003,TRAPPC5
5551,6399,TRAPPC2
5552,25851,TECPR1
5553,7086,TKT
5554,54941,RNF125
5555,6293,VPS52
5556,27178,IL37
5557,100128327,TRAPPC3L
5558,79363,RSG1
5559,9367,RAB9A
5560,65082,VPS33A
5561,79443,FYCO1
5562,51209,RAB9B
5563,55915,LANCL2
5564,9392,TGFBRAP1
5565,84698,CAPS2
5566,9853,RUSC2
5567,7134,TNNC1
5568,84455,EFCAB7
5569,7125,TNNC2
5570,116519,APOA5
5571,55509,BATF3
5572,26291,FGF21
5573,10899,JTB
5574,200186,CRTC2
5575,7494,XBP1
5576,57161,PELI2
5577,1401,CRP
5578,814,CAMK4
5579,1390,CREM
5580,208,AKT2
5581,51360,MBTPS2
5582,5582,PRKCG
5583,1054,CEBPG
5584,9518,GDF15
5585,8536,CAMK1
5586,6541,SLC7A1
5587,2081,ERN1
5588,23683,PRKD3
5589,57172,CAMK1G
5590,25865,PRKD2
5591,8720,MBTPS1
5592,55187,VPS13D
5593,55696,RBM22
5594,10450,PPIE
5595,83938,C10orf11
5596,25949,SYF2
5597,57461,ISY1
5598,121536,AEBP2
5599,51362,CDC40
5600,5411,PNN
5601,26093,CCDC9
5602,11007,CCDC85B
5603,8896,BUD31
5604,91746,YTHDC1
5605,51340,CRNKL1
5606,100534599,ISY1-RAB43
5607,55954,ZMAT5
5608,151903,CCDC12
5609,84811,BUD13
5610,84967,LSM10
5611,348235,SKA2
5612,11066,SNRNP35
5613,5356,PLRG1
5614,24144,TFIP11
5615,54976,C20orf27
5616,23057,NMNAT2
5617,55280,CWF19L1
5618,80746,TSEN2
5619,9322,TRIP10
5620,116461,TSEN15
5621,57610,RANBP10
5622,10978,CLP1
5623,10898,CPSF4
5624,5908,RAP1B
5625,83546,RTBDN
5626,80000,GREB1L
5627,9882,TBC1D4
5628,55357,TBC1D2
5629,81570,CLPB
5630,5549,PRELP
5631,283989,TSEN54
5632,10614,HEXIM1
5633,283578,TMED8
5634,84690,SPATA22
5635,254528,MEIOB
5636,84660,CCDC62
5637,145946,SPATA8
5638,1674,DES
5639,3512,JCHAIN
5640,100423062,IGLL5
5641,51237,MZB1
5642,973,CD79A
5643,3543,IGLL1
5644,5450,POU2AF1
5645,23071,ERP44
5646,865,CBFB
5647,5284,PIGR
5648,3507,NA
5649,6688,SPI1
5650,608,TNFRSF17
5651,30001,ERO1A
5652,84692,CCDC54
5653,11055,ZPBP
5654,53340,SPA17
5655,54763,ROPN1
5656,152015,ROPN1B
5657,1485,CTAG1B
5658,26256,CABYR
5659,83853,ROPN1L
5660,10566,AKAP3
5661,84693,MCEE
5662,23531,MMD
5663,231,AKR1B1
5664,3029,HAGH
5665,27304,MOCS3
5666,51110,LACTB2
5667,84264,HAGHL
5668,23474,ETHE1
5669,57571,CARNS1
5670,2643,GCH1
5671,23417,MLYCD
5672,153364,MBLAC2
5673,116173,CMTM5
5674,6697,SPR
5675,653282,CT47A7
5676,203413,CT83
5677,64783,RBM15
5678,23048,FNBP1
5679,84667,HES7
5680,388585,HES5
5681,83933,HDAC10
5682,8545,CGGBP1
5683,2324,FLT4
5684,255877,BCL6B
5685,389493,NUPR2
5686,5905,RANGAP1
5687,3839,KPNA3
5688,441478,NRARP
5689,7169,TPM2
5690,51684,SUFU
5691,10683,DLL3
5692,55100,WDR70
5693,3841,KPNA5
5694,3840,KPNA4
5695,10795,ZNF268
5696,84441,MAML2
5697,10046,MAMLD1
5698,864,RUNX3
5699,6907,TBL1X
5700,23598,PATZ1
5701,65986,ZBTB10
5702,429,ASCL1
5703,26012,NSMF
5704,1523,CUX1
5705,6304,SATB1
5706,5965,RECQL
5707,84458,LCOR
5708,84456,L3MBTL3
5709,23493,HEY2
5710,10428,CFDP1
5711,102,ADAM10
5712,55534,MAML3
5713,9541,CIR1
5714,23314,SATB2
5715,221037,JMJD1C
5716,2273,FHL1
5717,2064,ERBB2
5718,1840,DTX1
5719,5087,PBX1
5720,27259,NA
5721,3096,HIVEP1
5722,9794,MAML1
5723,9555,H2AFY
5724,7026,NR2F2
5725,9734,HDAC9
5726,60529,ALX4
5727,7852,CXCR4
5728,4625,MYH7
5729,8467,SMARCA5
5730,3002,GZMB
5731,6594,SMARCA1
5732,3456,IFNB1
5733,4825,NKX6-1
5734,3219,HOXB9
5735,23013,SPEN
5736,6041,RNASEL
5737,10620,ARID3B
5738,54815,GATAD2A
5739,79649,MAP7D3
5740,54567,DLL4
5741,23133,PHF8
5742,55869,HDAC8
5743,4774,NFIA
5744,602,BCL3
5745,11168,PSIP1
5746,8473,OGT
5747,3206,HOXA10
5748,402569,KPNA7
5749,256297,PTF1A
5750,56254,RNF20
5751,1104,RCC1
5752,1749,DLX5
5753,57178,ZMIZ1
5754,1209,CLPTM1
5755,171558,PTCRA
5756,10362,HMG20B
5757,54874,FNBP1L
5758,54876,DCAF16
5759,3239,HOXD13
5760,84934,RITA1
5761,5927,KDM5A
5762,23633,KPNA6
5763,8841,HDAC3
5764,8842,PROM1
5765,51385,ZNF589
5766,112939,NACC1
5767,51460,SFMBT1
5768,28514,DLL1
5769,3229,HOXC13
5770,51317,PHF21A
5771,9911,TMCC2
5772,9965,FGF19
5773,64838,FNDC4
5774,9375,TM9SF2
5775,347365,ITIH6
5776,8890,EIF2B4
5777,81928,CABLES2
5778,9777,TM9SF4
5779,9984,THOC1
5780,84303,CHCHD6
5781,51603,METTL13
5782,10113,PREB
5783,3514,NA
5784,3503,NA
5785,767,CA8
5786,6602,SMARCD1
5787,7018,TF
5788,8110,DPF3
5789,11269,DDX19B
5790,857,CAV1
5791,170692,ADAMTS18
5792,28396,NA
5793,79780,CCDC82
5794,56940,DUSP22
5795,3500,NA
5796,54575,UGT1A10
5797,80279,CDK5RAP3
5798,50649,ARHGEF4
5799,89941,RHOT2
5800,8883,NAE1
5801,29984,RHOD
5802,6323,SCN1A
5803,54509,RHOF
5804,10297,APC2
5805,3035,HARS
5806,399,RHOH
5807,10436,EMG1
5808,83939,EIF2A
5809,728937,NA
5810,58480,RHOU
5811,388,RHOB
5812,389,RHOC
5813,5879,RAC1
5814,9129,PRPF3
5815,171177,RHOV
5816,23433,RHOQ
5817,391,RHOG
5818,55288,RHOT1
5819,5880,RAC2
5820,3106,HLA-B
5821,6035,RNASE1
5822,57381,RHOJ
5823,2688,GH1
5824,3717,JAK2
5825,7812,CSDE1
5826,4048,LTA4H
5827,3718,JAK3
5828,594857,NPS
5829,3572,IL6ST
5830,2520,GAST
5831,5626,PROP1
5832,64109,CRLF2
5833,3559,IL2RA
5834,5902,RANBP1
5835,3570,IL6R
5836,11034,DSTN
5837,90488,TMEM263
5838,65084,TMEM135
5839,10728,PTGES3
5840,3563,IL3RA
5841,1154,CISH
5842,3485,IGFBP2
5843,5618,PRLR
5844,3487,IGFBP4
5845,3486,IGFBP3
5846,3566,IL4R
5847,3643,INSR
5848,55907,CMAS
5849,3560,IL2RB
5850,3561,IL2RG
5851,6658,SOX3
5852,6652,SORD
5853,2689,GH2
5854,10049,DNAJB6
5855,7031,TFF1
5856,7032,TFF2
5857,7033,TFF3
5858,116379,IL22RA2
5859,832,CAPZB
5860,53832,IL20RA
5861,53833,IL20RB
5862,1854,DUT
5863,2641,GCG
5864,6301,SARS
5865,1392,CRH
5866,163702,IFNLR1
5867,3581,IL9R
5868,3587,IL10RA
5869,3953,LEPR
5870,302,ANXA2
5871,9520,NPEPPS
5872,8835,SOCS2
5873,1936,EEF1D
5874,4116,MAGOH
5875,2665,GDI2
5876,3460,IFNGR2
5877,2056,EPO
5878,1438,CSF2RA
5879,1439,CSF2RB
5880,50615,IL21R
5881,1828,DSG1
5882,3597,IL13RA1
5883,3595,IL12RB2
5884,3594,IL12RB1
5885,23484,LEPROTL1
5886,8343,HIST1H2BF
5887,8347,HIST1H2BC
5888,8346,HIST1H2BI
5889,8344,HIST1H2BE
5890,8192,CLPP
5891,58985,IL22RA1
5892,4067,LYN
5893,3454,IFNAR1
5894,3455,IFNAR2
5895,4948,OCA2
5896,51738,GHRL
5897,181,AGRP
5898,3601,IL15RA
5899,4352,MPL
5900,6752,SSTR2
5901,6750,SST
5902,6751,SSTR1
5903,6755,SSTR5
5904,8660,IRS2
5905,6329,SCN4A
5906,8668,EIF3I
5907,2693,GHSR
5908,2692,GHRHR
5909,2691,GHRH
5910,2690,GHR
5911,51025,PAM16
5912,551,AVP
5913,9180,OSMR
5914,2947,GSTM3
5915,11171,STRAP
5916,27101,CACYBP
5917,7200,TRH
5918,1443,CSH2
5919,1442,CSH1
5920,3977,LIFR
5921,10480,EIF3M
5922,204,AK2
5923,1270,CNTF
5924,1271,CNTFR
5925,51386,EIF3L
5926,3484,IGFBP1
5927,11047,ADRM1
5928,9049,AIP
5929,22826,DNAJC8
5930,5449,POU1F1
5931,5443,POMC
5932,808,CALM3
5933,1440,CSF3
5934,54741,LEPROT
5935,4852,NPY
5936,1081,CGA
5937,81689,ISCA1
5938,29124,LGALS13
5939,51428,DDX41
5940,90655,TGIF2LY
5941,83844,USP26
5942,90317,ZNF616
5943,2686,GGT7
5944,373156,GSTK1
5945,79796,ALG9
5946,10003,NAALAD2
5947,570,BAAT
5948,2949,GSTM5
5949,2948,GSTM4
5950,2946,GSTM2
5951,256435,ST6GALNAC3
5952,2944,GSTM1
5953,9019,MPZL1
5954,2941,GSTA4
5955,2940,GSTA3
5956,729515,TMEM242
5957,78997,GDAP1L1
5958,51599,LSR
5959,51114,ZDHHC9
5960,90701,SEC11C
5961,2744,GLS
5962,9446,GSTO1
5963,4257,MGST1
5964,51060,TXNDC12
5965,25864,ABHD14A
5966,221357,GSTA5
5967,4259,MGST3
5968,4258,MGST2
5969,2938,GSTA1
5970,2939,GSTA2
5971,2937,GSS
5972,2880,GPX5
5973,9488,PIGB
5974,79087,ALG12
5975,493869,GPX8
5976,2950,GSTP1
5977,2952,GSTT1
5978,2953,GSTT2
5979,149175,MANEAL
5980,79850,FAM57A
5981,4012,LNPEP
5982,79694,MANEA
5983,119391,GSTO2
5984,7991,TUSC3
5985,388650,FAM69A
5986,57158,JPH2
5987,290,ANPEP
5988,2687,GGT5
5989,8787,RGS9
5990,8786,RGS11
5991,6000,RGS7
5992,6575,SLC20A2
5993,388531,RGS9BP
5994,401190,RGS7BP
5995,64174,DPEP2
5996,286016,NA
5997,6509,SLC1A4
5998,9628,RGS6
5999,4056,LTC4S
6000,92292,GLYATL1
6001,1800,DPEP1
6002,124975,GGT6
6003,2683,B4GALT1
6004,3906,LALBA
6005,10678,B3GNT2
6006,9245,GCNT3
6007,7037,TFRC
6008,374907,B3GNT8
6009,10437,IFI30
6010,132724,TMPRSS11B
6011,84197,POMK
6012,161291,TMEM30B
6013,93010,B3GNT7
6014,10331,B3GNT3
6015,170572,HTR3C
6016,4319,MMP10
6017,11041,B4GAT1
6018,6482,ST3GAL1
6019,6483,ST3GAL2
6020,6487,ST3GAL3
6021,6484,ST3GAL4
6022,79369,B3GNT4
6023,2530,FUT8
6024,285848,PNPLA1
6025,3043,HBB
6026,348938,NIPAL4
6027,54958,TMEM160
6028,204219,CERS3
6029,23352,UBR4
6030,5082,PDCL
6031,51099,ABHD5
6032,98,ACYP2
6033,6820,SULT2B1
6034,5223,PGAM1
6035,669,BPGM
6036,5224,PGAM2
6037,134526,ACOT12
6038,97,ACYP1
6039,341947,COX8C
6040,64776,C11orf1
6041,8988,HSPB3
6042,6640,SNTA1
6043,80145,THOC7
6044,2553,GABPB1
6045,81857,MED25
6046,116931,MED12L
6047,124402,UBALD1
6048,1879,EBF1
6049,23091,ZC3H13
6050,23097,CDK19
6051,9796,PHYHIP
6052,2167,FABP4
6053,9240,PNMA1
6054,9325,TRIP4
6055,54797,MED18
6056,5346,PLIN1
6057,2034,EPAS1
6058,133522,PPARGC1B
6059,9443,MED7
6060,25836,NIPBL
6061,1052,CEBPD
6062,8621,CDK13
6063,64801,ARV1
6064,9776,ATG13
6065,55111,PLEKHJ1
6066,51285,RASL12
6067,51755,CDK12
6068,2661,GDF9
6069,55827,DCAF6
6070,7040,TGFB1
6071,7042,TGFB2
6072,269,AMHR2
